title,author,description,link,platforms,pg,example_download_link
Nepenthe,Yitz,You wake up with no memory. Your day is starting off great!,https://yitzilitt.itch.io/nepenthe,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Crest - an indirect god game,Eat Create Sleep,Write commandments to guide your followers towards survival!,https://eatcreatesleep.itch.io/crest,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Heroic Asset Series: Buildings Pack,Aleksandr Makarov,Tiny animated buildings pack with 64 colors!,https://iknowkingrabbit.itch.io/heroic-building-pack,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Little Bug (full version),Bela,A twin stick platformer about a girl lost in a surreal spirit world,https://belamessex.itch.io/littlebug,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Octodad: Dadliest Catch,Young Horses,Loving Father. Caring Husband. Secret Octopus.,https://younghorses.itch.io/octodad-dadliest-catch,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Into The Mist 2: The Cult,TheOtherGuy,A fps horror game with killer cultists.,https://evilrick.itch.io/into-the-mist-2-the-cult,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Zenodyne R,JackDarx,90s 16-bit YM2612 Shooter Strikes Back!,https://jackdarx.itch.io/zenodyne-r,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Inkanians,Kronbits,"Puzzle game on you control a squared-incas moving boxes, slide blocks, teleport...",https://kronbits.itch.io/inkanians,"Windows, macOS, Android",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Pendula Swing: The Complete Journey,Valiant Game Studio,A point & click adventure game set in a fantasy version of the American Roaring 1920s,https://valiant-game-studio.itch.io/pendula-swing-the-complete-journey,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Heroic Asset Series: Icon Pack,Aleksandr Makarov,Tiny 16x16 icons with 64 colors!,https://iknowkingrabbit.itch.io/heroic-icon-pack,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
User Is Typing // Message Sent,Nevyn Holmes,A game of instant messaging and anxiety,https://forktwenty.itch.io/user-is-typing,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Behind the Magic,Randy Lubin (he / him),A Fantasy Mockumentary Game,https://randylubin.itch.io/behind-the-magic,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Thing-in-Itself,Party for Introverts,“Thing-in-Itself” is an interactive short story about the struggles of understanding another human being.,https://pintroverts.itch.io/thing-in-itself,"Windows, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
RPM - Rage's Platformer Movement Plus,Elsian,Platformer Movement for Clickteam Fusion 2.5,https://ragem.itch.io/rpm-rages-platform-movement-for-clickteam-fusion,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
STARDROP,Joure,STARDROP - Salvage and Rescue Operations,https://joure.itch.io/stardrop,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Thou Shalt Be Brave,Anil Demir,Mini-RPG in 64x64,https://nettleflap.itch.io/thou-shalt-be-brave,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Saviors of Hogtown,Dissonance,A Dungeon World adventure supplement for 3-6 players.,https://moth-lands.itch.io/saviors-of-hogtown,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Death's Life,Umbu Games,Now you’re the new apprentice for Death. And it's your job to help gather souls.,https://umbugames.itch.io/deaths-life,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Hero Too,ThatAceGal,A one-player journaling RPG about messy trans narratives and superheroes,https://thatacegal.itch.io/hero-too,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
The Night Fisherman,Far Few Giants,"A tense, thought-provoking 3D story",https://farfewgiants.itch.io/night-fisherman,"Windows, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
StarFighter R&D HD Edition,Gord Games,Research - Design - Test,https://gordgames.itch.io/starfighter,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
The Novelist,Orthogonal Games,"A game about life, family, and the choices we make.",https://orthogonalgames.itch.io/the-novelist,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Roguescape,MSSNG,"A rogue-like, dungeon-crawler",https://mssng.itch.io/roguescape,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Brave Hero Yuusha EX,torch60,Let's put the story back together... again!,https://torch60.itch.io/brave-hero-yuusha-ex,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Purple Noise Echo,ukioq,An ambient tactical game in which you play a silicon entity in a dark and abstract universe made of hexagonal tiles.,https://ukioq.itch.io/purple-noise-echo,"Windows, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Flufftopia,SmokeSomeFrogs,Clicker Game with Story,https://smokesomefrogs.itch.io/flufftopia,"Windows, Linux",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
DATA LOSS,noé,Anti-Capitalist Hacking Roguelike,https://celechii.itch.io/data-loss,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
"Oh Jeez, Oh No, My Rabbits Are Gone!!!",Studio Nevermore,A puzzle game about cute girls rescuing a hundred cute rabbits!,https://studionevermore.itch.io/oh-jeez-oh-no-my-rabbits-are-gone,"Windows, Linux",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
ECON - Elemental Connection,Merlandese,Minimalist abstract board game about making Elemental Connections,https://merlandese.itch.io/econ-elemental-connection,"Windows, Linux",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Sandcastles,Vectorpark,"Conjure castles from the sand, watch the sea consume them.​",https://vectorpark.itch.io/sandcastles,"Windows, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Spell Casting,Gord Games,Cast spells by tracing shapes!,https://gordgames.itch.io/spell-casting,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
BOTOLO,iansnyder,a fast paced two-player mind sport,https://iansnyder.itch.io/botolo,"Windows, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Cecconoid,Triple Eh?,"Pixel-tastic, retro-infused, flick-screen, twin-stick-shooter.",https://triple-eh.itch.io/cecconoid,"Windows, Linux",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Spring On Me,Swords and Flowers,Go on awkward dates as messy individuals in love or more.,https://swords-and-flowers.itch.io/spring-on-me,,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Attrition: Tactical Fronts,Cardboard Keep,Turn- and hex-based 5 minute strategy game for 1 or 2 players.,https://cardboardkeep.itch.io/attrition,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
ALL-STARS DUNGEONS AND DIAMONDS,GiantEnemyLabs,"A fun 2-Player ""versus"" game inspired by Arcade classics.",https://giantenemylabs.itch.io/asdad,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Escape from Life Inc,PowerBurger,A quirky platformer with a capturing story (literally!),https://speedframe.itch.io/life-inc,"Windows, Linux",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Stand Up,Elena Murphy,A Persona-inspired ttrpg.,https://fatalst.itch.io/stand-up,,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Satellite Repairman,Bit Outside the Box,A great war has began... but you have nothing to do with it,https://nunodonato.itch.io/satellite-repairman,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Zone of Lacryma,oophok,A story driven vertical shmup.,https://oophok.itch.io/zoneoflacryma,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Adventures of a Radish(Full),SorceressGameLab,Full Game,https://sorceressgamelab.itch.io/adventures-of-a-radishfull,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
TEOCALLI,coldrice,Traverse 13 levels of the temple to find the lost treasure!  1bit Roguelike,https://coldrice.itch.io/teocalli,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
LazerGrrl,Sandwich_Generation,The fury of Bomberman with the strategic depth of an RTS,https://sandwich-generation.itch.io/lazergrrl,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Your Future Self,Contortionist Games,Convince your future self of the wrongness of their actions.,https://contortionist-games.itch.io/your-future-self,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Ungrounded,sg,Grow a fractal forest to reach the sun.,https://zenzoa.itch.io/ungrounded,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
9 Till Void,Ben Allen,Turn-based deckbuilding roguelike featuring neither deck nor cards,https://benal.itch.io/9tillvoid,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Heroic Asset Series: Creature Pack,Aleksandr Makarov,Tiny animated creature pack with 64 colors!,https://iknowkingrabbit.itch.io/heroic-creature-pack,,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Brushwood Buddies,Steven Colling,An unusual puzzle game about crafting with a lovely atmosphere and some adorable creatures stabbing rabbits. For real.,https://stevencolling.itch.io/brushwood-buddies,"Windows, Linux",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Vienna Automobile Society,Royal Polygon,An arcade racing game of strategy and reflexes,https://royalpolygon.itch.io/vienna-automobile-society,"Windows, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Ripped Pants at Work,Scott Ethington,A frantic stealth game about searching for new pants,https://scottethington.itch.io/ripped-pants-at-work,"Windows, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Witch Thief,Cardboard Keep,Play as a snarky Witch on a quest to steal the greatest magical grimoire from the last Immortal warrior.,https://cardboardkeep.itch.io/witch-thief,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
The Guilt and the Shadow,oophok,A short story exploration puzzle platformer inspired by the old point and click games.,https://oophok.itch.io/tgats,"Windows, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Tallowmere,Chris McFarland,Raise your shield.,https://chrisnzl.itch.io/tallowmere,"Windows, Linux, macOS, Android",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Sidewords,Milkbag Games,Grab a cup of coffee and relax with a good puzzle,https://milkbaggames.itch.io/sidewords,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Crystal Control II,Virtually Competent,Crystal Control II is the expanded sequel to our original competitive bullet hell shoot 'em up for two players!,https://virtually-competent.itch.io/crystal-control-ii,"Windows, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Blast Rush,Bipedal Dog,The infinite-bomb shoot-em-up,https://bipedaldog.itch.io/bak,Android,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Hyper Gauntlet: Legacy of Nozzlethruster III,Nicholas Udell,First person infinite dodging action,https://udellgames.itch.io/hyper-gauntlet,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Deep Forest - 16 Colour Tileset,aamatniekss,Limited 16 colour palette tileset,https://aamatniekss.itch.io/deep-forest-pixel-tileset,,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Mutiny Island,Elushis,"Mutiny Island is an open-world style pirate game. Reclaim your ship, The Red Dawn, by any means!",https://elushis.itch.io/mutiny-island,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Penguins Arena,Frogames,First Penguin Shooter,https://frogames.itch.io/penguins-arena,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Paranautical Activity,CodeAvarice,The impossibly fast FPS rogue-like.,https://codeavarice.itch.io/paranautical-activity,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Combo Postage,HacksawUnit,"Small 1-player puzzle action game: Dodge, tape, and stomp boxes!",https://hacksawunit.itch.io/combo-postage,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
6 Bites for 6 Princes,Role Over Play Dead,Werewolf brothers locked in a prison of darkness and obsession.,https://roleoverplaydead.itch.io/6-bites-for-6-princes,,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
All You Can Eat,gamechuck,An interactive comic about a man who spends his entire life in a 24/7 diner,https://gamechuck.itch.io/allyoucaneat,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
reky,beyondthosehills,Minimalistic logic challenges,https://beyondthosehills.itch.io/reky,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Brathian,pangake,​A cool and cute game to fulfill your retro platformer needs. With a little bit of exploration too :),https://pangake.itch.io/brathian,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Monster Match,Axol Studio,Defend your realm from trespassing heroes by summoning monsters in this match-3 puzzle game!,https://axolstudio.itch.io/monster-match,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Skeletris,Ghast,A casual roguelike with Tetris vibes,https://ghastly.itch.io/skeletris,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Veritas,Glitch Games,"A game of mystery and discovery that poses the question; what is truth, and does it even matter?",https://glitchgames.itch.io/veritas,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Neversong,Serenity Forge,"Once upon a time, Peet opened his eyes and found himself in a nightmare.",https://serenity-forge.itch.io/neversong,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Cube Rampage,Kronbits,Hit the cube to get all the items on the levels,https://kronbits.itch.io/cube-rampage,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Gunhouse,Necrosoft Games,Load your guns! Rain death from above!,https://necrosoftgames.itch.io/gunhouse,"Windows, macOS, Android",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
The Real Texas,Kitty Lambda Games,"""These days, folks have a lot of funny ideas about what makes a Real Cowboy...""",https://kittylambda.itch.io/the-real-texas,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Project Galileo: A Trophy Dark Incursion,Ember and Ash,Explore the secrets of Mars on the scientific mission Project Galileo.,https://byemberandash.itch.io/project-galileo,,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Runner3,Choice Provisions,The rhythm-music gameplay of BIT.TRIP RUNNER and Runner2 is back and better than ever!,https://choice-provisions.itch.io/runner3,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Apollo Visualizer Kit,Kichex,Tool for music visualizations without writing code,https://kichex.itch.io/apollovisualizer,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Eselmir and the five magical gifts,Stelex Software,"A 2D point and click adventure game set in a fantasy world, inspired by ancient mythology and medieval folklore.",https://stelexsoftware.itch.io/eselmir,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Il Filo Conduttore,Playables,A small interactive story about about a cord.,https://playables.itch.io/il-filo-conduttore,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Little Comet,Outgunned Games,Minigolf in space!,https://outgunned.itch.io/little-comet,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
HEADLINER,Unbound Creations,"Short adventure where you are a News Editor deciding what to publish, in a genetically-modified society.",https://unboundcreations.itch.io/headliner,"Windows, Linux",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Dawn of a Soul,Waldemar Umaniz,A mathematical puzzle game about creating perfectly balanced paths by building chains and combos.,https://waldemar-umaniz.itch.io/dawn-of-a-soul,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Xenogunner,Clickteam,Blast your way past a large variety of bosses in this intense boss-focused run-and-gun platformer!,https://clickteam.itch.io/xenogunner,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Ghost Story,okboy,Prologue (Demo),https://okboy.itch.io/ghost-story,"Windows, Linux",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Dimension Drive,2awesomestudio,This intense space shoot ’em up challenges you to fight across two battlefields on one splitscreen.,https://2awesomestudio.itch.io/dimension-drive,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
adjacency,sleepy macaw,an abstract puzzle game,https://sleepymacaw.itch.io/adjacency,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Spectres of the Cold,Daniel Savage,Here I felt my flesh become the food of my fears.,https://danbolt.itch.io/spectres-of-the-cold,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
An anthology of cozy RPGs,Ludipe,Seven tiny unconventional RPGs to enjoy with friends,https://ludipe.itch.io/an-anthology-of-cozy-rpgs,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Monster Pub Chapter 2,alex ilitchev,A casual narrative game about making friends!,https://ilitchev.itch.io/monster-pub-2,"Windows, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Six Match,st33d,Match 3 in 6 moves or less,https://st33d.itch.io/six-match,"Windows, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Yi and the Thousand Moons,David Su,"A short video game musical consisting of several original interactive songs, featuring a full cast and live band.",https://usdivad.itch.io/yi-and-the-thousand-moons,"Windows, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Peck N Run,Spilt Milk Studios,Feed the chicks! A fast-paced arcade action game about pecking... and running.,https://spiltmilkstudios.itch.io/peck-n-run,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
QLRZ [Windows/Android/Linux],QLRZ studio,mixing & matching colors action/puzzle videogame,https://qlrz.itch.io/qlrz,"Windows, Linux",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
8bit Overworld Tileset,itchabop,A retro flavoured topdown tileset with focus on ease of use.,https://itchabop.itch.io/8bit-overworld-adventure,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
The Sealed Library,Sealed Library,You are the last librarian. What can you save before the fire?,https://sealedlibrary.itch.io/the-sealed-library,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Kubyx,Kronbits,Minimal Super Meat Boy clone of one-screen levels,https://kronbits.itch.io/kubyx,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Puzlogic,Eduardo Barreto,Unique puzzle game inspired by sudoku and kakuro (cross sums).,https://ejbarreto.itch.io/puzlogic,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
The Whisperer in Darkness,Nat Quayle Nelson,Rumors resurface. Legends are resurrected.,https://nqn.itch.io/the-whisperer-in-darkness,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Jupitron Game Collection Vol.1,Jupitron,,https://jupitron.itch.io/jupitron-13-in-1-game-collection-vol1-attack,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Neocolonialism,Seth Alter,Ruin everything,https://subalterngames.itch.io/neocolonialism,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Skeleton Song,Jacqueline Bryk,Find yourself in purgatory before He does.,https://rufflejax.itch.io/skeleton-song,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
This Strange Realm Of Mine,Doomgriever,First Person Shooter mixed with Poetry and Psychological-Horror,https://doomgriever.itch.io/this-strange-realm-of-mine,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Refactor,fluffy,An album of games [WORK IN PROGRESS],https://fluffy.itch.io/refactor,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Roll+Heart,Owl Sanctuary Studios,Slay Monsters and Conquer Romance in Roll+Heart from Owl Sanctuary Studios,https://owl-sanctuary-studios.itch.io/rollplusheart,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Word Forward,Rocketship Park,Beautifully simple. Endlessly challenging.,https://rocketshippark.itch.io/word-forward,"Windows, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
black mass,will jobst,a game about seeking and finding in the woods of Salem,https://willjobst.itch.io/black-mass,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Stick Nightmare,Nonamefornowsoft,Simple but difficult platformer,https://nonamefornow.itch.io/sr,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Shn!p,flatbutton,Original puzzle with satisfying explosions,https://horsed.itch.io/shnip,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Zenohell,JackDarx,90s Arcade Shooting Hyper Medal Collecting Action,https://jackdarx.itch.io/zenohell,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Prince of Cats,skybeargames,A Shakespearean fairy tale visual novel,https://skybeargames.itch.io/prince-of-cats,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Aurora,World Champ Game Co.,A Modular TTRPG of Oracles & Overcoming,https://worldchampgameco.itch.io/aurora,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Alien Life Lab,Devy_Games,Capture Aliens and Try to Stay Alive. Procedurally Generated Levels.,https://devy-games.itch.io/alienlifelab,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Destructivator 2,Pug Fugly Games,A platform shooter that brings 90's gaming smashing into your face from your PC.,https://pugfuglygames.itch.io/destructivator-2,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Super Dunkman,andrfw,A Local Multiplayer Action Basketball Platformer,https://andrfw.itch.io/superdunkman,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
