title,author,description,link,platforms,pg,example_download_link
Serre,insertdisc5,A visual novel about a girl and an alien drinking tea and falling in love!,https://insertdisc5.itch.io/serre,"Windows, macOS",4,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=4
Penance,Akselmo / Skale Games,"Destroy sin, earn your Peace. Oldschool FPS with procedural levels and a campaign mode",https://akselmo.itch.io/penance,"Windows, macOS",4,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=4
Vilmonic,bludgeonsoft,Artificial life and genetics evolution simulator sandbox game.,https://bludgeonsoft.itch.io/vilmonic,"Windows, Linux, macOS",4,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=4
deskspace,npckc,a self-care app,https://npckc.itch.io/deskspace,"Windows, Linux, macOS",4,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=4
Pixel Art Infinite Runner - Pack,edermunizz,Make a Infinite Runner Game!,https://edermunizz.itch.io/infinite-runner,,4,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=4
DON'T WAKE THE NIGHT,brujeriaatwerk,"Beware, stranger",https://brujeriaatwerk.itch.io/dont-wake-the-night,"Windows, macOS",4,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=4
Rulent Tower VR,Setsune,Witness Beautiful Game Boy Graphics in VIRTUALEST of REALITIES!,https://setsune.itch.io/rulent-tower-vr,"Windows, Android",4,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=4
One-Eyed Lee and the Dinner Party,DarkChibiShadow,Help Beracus and Lee escape an underground bunker filled with cultist skeletons!,https://darkchibishadow.itch.io/one-eyed-lee-and-the-dinner-party,"Windows, Linux, macOS",4,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=4
Whipped And Steamy • Cosplay Café,Whales And Games,In a town where adult media is the new best thing the Whipped and Steamy Café is the best fun for all cosplayers!,https://whalesandgames.itch.io/whipped-and-steamy,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Sagebrush,Redact Games,Explore a cult compound in this narrative adventure game.,https://redactgames.itch.io/sagebrush,"Windows, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
POM SIMULATOR 9000,d Marie,"weary, transformation, dog, burger, comfort",https://dmarielicea.itch.io/pomsimulator9000,"Windows, Linux, macOS, Android",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
RESPITE 2.0,Modus Interactive,Virtual Relaxation Software,https://modus-interactive.itch.io/respite,Windows,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Escape from Life Inc,PowerBurger,A quirky platformer with a capturing story (literally!),https://speedframe.itch.io/life-inc,"Windows, Linux",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Haque,Super∴Try,/hak/ Fight cute monsters! Avoid death! Save the Game,https://supertry.itch.io/haque,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Verdant Skies,HowlingMoonSoftware,Ensure the success of your colony as you make friends and pursue romance with a diverse cast of characters.,https://howlingmoonsoftware.itch.io/verdant-skies,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
SAI,Studio Mutiny,Stop the machines. Save the forest.,https://studiomutiny.itch.io/sai,Windows,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Splinter Zone,MOKKA,Escape Eternal Punishment,https://mokka.itch.io/splinter-zone,Windows,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Far from Noise,George Batchelor,A conversation on the edge of a cliff.,https://georgebatch.itch.io/far-from-noise,"Windows, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
ART SQOOL,Glanderco,~*LET'S DRAW*~,https://glander.itch.io/art-sqool,"Windows, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Task Force Kampas,ｃａｓｉｏｐｅａ,A classic shoot em' up on steroids.,https://casiopea.itch.io/taskforcekampas,Windows,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Wheels of Aurelia,Santa Ragione,A narrative racing game set in the roaring Italian 70s,https://santaragione.itch.io/wheelsofaurelia,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Space Station Architect,AL Wyvern,Space Station Map Generator and Editor,https://wyvernindustries.itch.io/stationgen,Windows,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
MidBoss,Eniko,A possession based traditional roguelike with turn-based gameplay.,https://eniko.itch.io/midboss,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
The Adventures of Elena Temple: Definitive Edition,GrimTalin,Play the classic platformer you never knew existed!,https://grimtalin.itch.io/the-adventures-of-elena-temple,"Windows, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Karambola,Holy Pangolin,Lonely fruits and veggies with emotional problems need your help in this short point and click puzzle/adventure.,https://holypangolin.itch.io/karambola,Android,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Pumpking,Sophie Houlden,"A difficult platform game, prove you are a Pumpking!",https://sophieh.itch.io/pumpking,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
99¢ Chamber of Death,C.D. Guanzon,"Somewhere in New Jungle, the Big Boss searches for the Power.",https://cdguanzon.itch.io/99-chamber-of-death,,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Gladiabots,GFX47,AI COMBAT ARENA,https://gfx47.itch.io/gladiabots,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
One-Eyed Lee: Prologue,DarkChibiShadow,"Learn Lee's origin story in this short, free game!",https://darkchibishadow.itch.io/one-eyed-lee-prologue,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Make It Last,Strawberry Dagger Studio,"They met. They loved. They lived.   ||   A ""Destiny Fails Us"" Side Story",https://sbds.itch.io/makeitlast,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Corey Coolbrew,WauloK,A fun platform game for Spectrum retro computers,https://waulok.itch.io/corey-coolbrew,,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Apple Quest Monsters DX,splendidland,A collection of 80+ monsters from an RPG that doesn't exist.,https://splendidland.itch.io/apple-quest-monsters-dx,,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Dusk Child,Sophie Houlden,"You have been drawn to a mysterious place, what secrets does it hold?",https://sophieh.itch.io/dusk-child,"Windows, Linux, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
The World Begins With You,Fabian Denter,An atmospheric puzzle-platformer-adventure.,https://fabiandenter.itch.io/the-world-begins-with-you,"Windows, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
LAZA KNITEZ!!,Glitchnap,LAZA KNITEZ!! is a fast-paced jousting deathmatch game for up to 4 players.,https://glitchnap.itch.io/lazaknitez,"Windows, macOS",5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
No One Dies Alone In Revolution,AJ Ellis,A single-player poetry-writing ttrpg in which you play an oracle composing prayers to revolutionary martyrs,https://aj-ellis.itch.io/no-one-dies-alone-in-revolution,,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
"Wakamarina Valley, New Zealand",caves rd,Atmospheric Photography Simulator set in a riverside forest area of New Zealand,https://cavesrd.itch.io/newzealand,Windows,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Fidelity,megamini009,"An atmospheric puzzle game based around losing touch with reality,",https://megamini009.itch.io/fidelity,Windows,5,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=5
Nonsense at Nightfall,Siegfried Croes,One night you can't sleep and decide to take a sleeping pill. What happens next is unexpected...,https://siegfriedcroes.itch.io/nonsense-at-nightfall,"Windows, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
The Fall of Lazarus,No Wand Studios,A first person exploration science fiction mystery game. Fathom all the story exploring an abandoned cargo spaceship.,https://no-wand-studios.itch.io/the-fall-of-lazarus,Windows,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Petty Puny Planet,Whales And Games,Why have a pet rock when you can have a pet planet? Micromanage this cosmic rock to places never thought possible!,https://whalesandgames.itch.io/petty-puny-planet,"Windows, Linux, macOS, Android",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Bakto's Terrifying Cuisine,Roll 4 Tarrasque,A Deliciously Dangerous Culinary Adventure For Starving Level Adventurers,https://roll4tarrasque.itch.io/baktos-terrifying-cuisine,,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Beglitched,Hexecutable,a Cyberpink Adventure,https://hexecutable.itch.io/beglitched/download/1bWytFz2LxMz9l1JQq69ntc_maJMr_z2eeogJwFz,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Shipwreck,Brushfire Games,"An adventure game in which you must travel the land, explore dungeons, and defeat monsters to escape the island.",https://brushfiregames.itch.io/shipwreck,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Pixel Session Vol.1,"Rémy ""Trasevol_Dog"" Devaux",Five Short Experimental Games,https://trasevol-dog.itch.io/pixel-session-vol1,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Hitboxes and Hurtboxes,Rat Casket,Learn how to setup hitboxes and hurtboxes in GameMaker Studio!,https://ratcasket.itch.io/hitboxes-and-hurtboxes,,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
A Wish Upon A Star,Fabian Denter,An isometric puzzle game about a child's biggest wish.,https://fabiandenter.itch.io/wish-upon-a-star,"Windows, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
kno,Vismaya,A game that helps you practise a form of mindful journaling for clarity of mind.,https://vismaya.itch.io/kno,Windows,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Pixel art Forest,edermunizz,Make your own forest!,https://edermunizz.itch.io/pixel-art-forest,,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
In The Light Of A Ghost Star,Highland Paranormal Society,Explore the dark remnants of ancient Earth,https://natetreme.itch.io/itloags,,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Soma Spirits: Rebalance,torch60,Remaster of Soma Spirits! A choice-driven JRPG!,https://torch60.itch.io/soma-spirits-rebalance,Windows,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Kaiju Big Battel: Fighto Fantasy,Super Walrus Games,"Travel through time with big, punchy monsters in this 16-bit style RPG!",https://super-walrus-games.itch.io/kaiju-big-battel-fighto-fantasy,"Windows, Linux",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Democratic Socialism Simulator,molleindustria,Pave the road to a post-capitalist society,https://molleindustria.itch.io/democratic-socialism-simulator,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Cardinal Chains,Daniel Nora,An original puzzle game about non-decreasing sequences,https://danijmn.itch.io/cardinalchains,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
luminous corridor 0,loren schmidt,the psi crystals have been stolen. a pall of evil hangs over the realm.,https://lorenschmidt.itch.io/luminous-corridor-0,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Dreaming Sarah,Asteristic Game Studio,A surreal adventure platformer.,https://asteristic.itch.io/dreamingsarah,"Windows, Linux, macOS, Android",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
"Cook, Serve, Delicious! 2!!",chubigans,The highest selling and most intense restaurant sim ever made is back!,https://chubigans.itch.io/cook-serve-delicious-2,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Hollow Head,Rubeki,"You wake up to a horrible smell, and whispering vents in your apartment. Something's wrong.",https://rubeki.itch.io/hollow-head,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Magic Trick,MagicTrick,Magical skating game made in Unity 3D,https://magictrick.itch.io/magic-trick,"Windows, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Tape,ΛERIF°RM,Intimate project management designed for artists and designers,https://aeriform.itch.io/tape,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Sleepaway,Jay Dragon & co.,Camp counselors protect their wards from a nightmare monster in this GMless horror RPG.,https://jdragsky.itch.io/sleepaway,,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
2000:1: A Space Felony,National Insecurities,Murder mystery courtroom drama set on an interplanetary spacecraft.,https://nationalinsecurities.itch.io/2000to1-a-space-felony,Windows,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Hunter's Moon Remastered,Thalamus Digital Publishing Ltd.,The official 30th anniversary remastered edition of the classic C64 shoot 'em up.,https://thalamusdigital.itch.io/hunters-moon-remastered,Windows,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Interactivity: The Interactive Experience,Aetheric Games,Please enjoy this interactive exhibition. But not The Button.,https://aethericgames.itch.io/interactivity-the-interactive-experience,Windows,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Semblance,Nyamakop,Your character and the world it inhabits is made of playdough,https://nyamakop.itch.io/semblance,"Windows, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Loot Rascals,Hollow Ponds,"A TALE OF FRIENDSHIP, LOSS AND REDEMPTION... IN OUTER SPACE!",https://hollowponds.itch.io/lootrascals/download/6strsK9JzuQ2FB8mmuIHbssv3FpaTfWIKZStlvrj,Windows,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Gun Rounds,Blabberf,"Fast paced, turn-based shooter with a cute attitude!",https://blabberf.itch.io/gunrounds,Windows,6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
DANGEROUS DUELS,Sophie Houlden,Western Local Multiplayer Quick-Draw Deathmatch,https://sophieh.itch.io/dangerousduels,"Windows, Linux, macOS",6,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=6
Towayami,Andrea Pignataro,永久闇,https://approductions.itch.io/towayami,Windows,7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Fossil Hunters,Reptoid Games,An action-adventure game about digging for fossils and building your own dinosaurs!,https://reptoidgames.itch.io/fossil-hunters/download/vCQ2hghvOFABr3WL0dRYxWcNGgThZM9kp6gqjihA,"Windows, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
As We Know It,Jaime Scribbles Games,Post-Apocalyptic Visual Novel with Romance and Drama,https://scribbles.itch.io/as-we-know-it,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Crashed Lander,Don Whitaker,"Outwit gravity, explore new worlds.",https://don-whitaker.itch.io/crashedlander,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
A NIGHTMARE'S TRIP,SKY HOUR WORKS,Turn the nightmares of the past into a fantastical dream made real.,https://skyhour.itch.io/a-nightmares-trip,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Into The Mist 2: The Cult,TheOtherGuy,A fps horror game with killer cultists.,https://evilrick.itch.io/into-the-mist-2-the-cult,Windows,7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Death and Taxes,Placeholder Gameworks,You are the Grim Reaper on an office job. Save the world.. or condemn it to damnation?,https://placeholdergameworks.itch.io/death-and-taxes,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
The Stillness of the Wind,Fellow Traveller,A quiet game of life and loss.,https://fellowtraveller.itch.io/the-stillness-of-the-wind,"Windows, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
The Subject,DarkStone Digital,You are the subject of a strange experiment out in deep space.,https://darkstonedigital.itch.io/thesubject,"Windows, Linux",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Super Bernie World,Eniko,Join Bernie's movement and transform the United States in this free retro 2D platformer.,https://eniko.itch.io/superbernieworld,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Legend of Hand,Cloak and Dagger Games,"An epic quest, inspired by point & click adventure classics, Far-East legends & beat em up games of the 80's!",https://shaun9991.itch.io/legend-of-hand,Windows,7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
BIT RAT : Singularity,[bucket drum games],A hand-pixeled story-driven cyberpunk puzzler,https://bucketdrumgames.itch.io/bitrat,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Spell Casting,Gord Games,Cast spells by tracing shapes!,https://gordgames.itch.io/spell-casting,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Polymute,Linker,A game about changing.,https://linker.itch.io/polymute,Windows,7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Top-Down - Interior Tileset,Raou,A versatile interior tileset for your top-down game,https://raou.itch.io/top-down-interior-tileset,,7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Switch 'N' Shoot,Matt Glanville,Endless arcade action with just ONE button,https://crowbarska.itch.io/switch-n-shoot,"Windows, Linux, macOS, Android",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Wide Ocean Big Jacket,Turnfollow,"A Camping Story starring: Uncle Brad, Aunt Cloanne, Mord (and Ben)",https://turnfollow.itch.io/wide-ocean-big-jacket,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Path Out,causacreations,Escape the war. Break the walls of silence.,https://causacreations.itch.io/path-out,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Vignettes,Skeleton Business,Toyish surprise-o-rama,https://skeletonbiz.itch.io/vignettes,"Windows, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Us Lovely Corpses,d Marie,"A girl, a monster, another girl, roses. The usual.",https://dmarielicea.itch.io/uslovelycorpses,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Airships: Conquer the Skies,Zarkonnen,Design & fight with steampunk airships,https://zarkonnen.itch.io/airships,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
nullpointer,prophet goddess,first-person cyberpunk arcade action,https://prophetgoddess.itch.io/nullpointer,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Ex Novo,Sharkbomb Studios,A playable city-generator and map-making game.,https://sharkbombs.itch.io/ex-novo,,7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
The Dark Below,Anna Landin,"a game for exiles in the dark, where the only way out is through",https://annalandin.itch.io/the-dark-below,,7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Fugue,Shawn Pierre,"Make music, chimes, and melodies in this musical puzzle game.",https://jimjastajay.itch.io/fugue,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Hair Dash,CleanCutGames,,https://cleancutgames.itch.io/hair-dash,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Location Withheld,Bryce Bucher,A short horror in which you find yourself in an unfamiliar office...,https://bryce-bucher.itch.io/location-withheld,"Windows, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Pixel Fireplace,Ted Martens,Roast marshmallows and throw fresh logs onto the fire. Type words to interact. Sit back and enjoy.,https://hammertail.itch.io/pixel-fireplace,"Windows, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Myth Bearer,JC Bailey,An open world adventure RPG with puzzly elements.,https://jc-bailey.itch.io/myth-bearer,Windows,7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Bleed 2,BootdiskRevolution,"A relentless arcade action game with air-dodging, bullet-reflecting, and tons of bosses.",https://bootdiskrevolution.itch.io/bleed-2,"Windows, Linux, macOS",7,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=7
Intelligent Design: An Evolutionary Sandbox,Pill Bug Interactive,God game with fully simulated genetics and evolution.,https://pillbuginteractive.itch.io/intelligent-design,"Windows, Linux, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
And All Would Cry Beware!,Tales of the Renegade Sector,Old-School FPS/Metroidvania Hybrid.  Step through a portal to a mysterious world.,https://malec2b.itch.io/and-all-would-cry-beware,"Windows, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
9 Till Void,Ben Allen,Turn-based deckbuilding roguelike featuring neither deck nor cards,https://benal.itch.io/9tillvoid,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
BEACON,monothetic,Sci-fi Action Roguelite. Collect DNA from enemies and mutate yourself to victory!,https://monothetic.itch.io/beacon,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Signs of the Sojourner,Echodog Games,"An introspective deck-builder about friendship, travel, and collecting snacks.",https://echodog-games.itch.io/signs-of-the-sojourner,"Windows, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Cardiac,katanalevy,An unnerving dream,https://katanalevy.itch.io/cardiac,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Mobius,papercookies,The only game played entirely on a Mobius strip. Play the FREE DEMO!,https://papercookies.itch.io/mobius,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
Mable & The Wood,Graffiti_Games,Mable & The Wood is a Metroidvania where you can take the form of the bosses that you kill.,https://graffiti-games.itch.io/mable-and-the-wood,"Windows, Linux, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
10S,owch,lift the veil,https://owch.itch.io/10s,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
On Rusty Trails,Black Pants Studio,The new dualism in platforming,https://blackpants.itch.io/on-rusty-trails,"Windows, Linux, macOS",8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
WATER'S FINE,owch,come on in,https://owch.itch.io/watersfine,Windows,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
MATR1X 0VERL0AD,Sohkrates,A cyberpunk solitaire card game,https://sohkrates.itch.io/matrix-overload,,8,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=8
